# server_id	appearance_id	confidence	name
# generated by harness/build_modern_ids.py - see that file for the ground-truth chain
6196	6195	name-verified	closed door
6197	6196	name-verified	open door
6198	6197	name-verified	closed door
6199	6198	name-verified	open door
6200	6199	name-verified	closed door
6201	6200	name-verified	open door
6202	6201	name-verified	closed door
6203	6202	name-verified	open door
6204	6203	name-verified	closed door
6205	6204	name-verified	open door
6206	6205	name-verified	gate of expertise
6207	6206	name-verified	gate of expertise
6208	6207	name-verified	gate of expertise
6209	6208	name-verified	gate of expertise
6210	6209	name-verified	rope bridge
6211	6210	name-verified	rope bridge
6212	6211	name-verified	rope bridge
6213	6212	name-verified	rope bridge
6214	6213	name-verified	rope bridge
6215	6214	name-verified	rope bridge
6216	6215	name-verified	grass
6217	6216	name-verified	grass
6218	6217	name-verified	grass
6219	6218	name-verified	grass
6220	6219	name-verified	twines
6221	6220	name-verified	twines
6222	6221	name-verified	twines
6223	6222	name-verified	twines
6224	6223	name-verified	twines
6225	6224	name-verified	twines
6226	6225	name-verified	flowers
6227	6226	name-verified	flowers
6228	6227	name-verified	flowers
6229	6228	name-verified	flowers
6230	6229	name-verified	flowers
6231	6230	name-verified	flowers
6232	6231	name-verified	tree archway
6233	6232	name-verified	tree archway
6234	6233	otb-only	tendril archway
6235	6234	otb-only	tendril archway
6236	6235	otb-only	tendril archway
6237	6236	otb-only	tendril archway
6238	6237	name-verified	tendril wall
6239	6238	name-verified	tendril wall
6240	6239	name-verified	tendril wall
6241	6240	name-verified	tendril wall
6242	6241	name-verified	tendril wall
6243	6242	name-verified	tendril wall
6244	6243	name-verified	tendril wall
6245	6244	name-verified	tendril wall
6246	6245	name-verified	tendril wall
6247	6246	name-verified	tendril wall
6248	6247	name-verified	tendril wall
6249	6248	name-verified	closed door
6250	6249	name-verified	closed door
6251	6250	name-verified	open door
6252	6251	name-verified	closed door
6253	6252	name-verified	closed door
6254	6253	name-verified	open door
6255	6254	name-verified	closed door
6256	6255	name-verified	open door
6257	6256	name-verified	closed door
6258	6257	name-verified	open door
6259	6258	name-verified	closed door
6260	6259	name-verified	open door
6261	6260	name-verified	closed door
6262	6261	name-verified	open door
6263	6262	name-verified	gate of expertise
6264	6263	name-verified	gate of expertise
6265	6264	name-verified	gate of expertise
6266	6265	name-verified	gate of expertise
6267	6266	otb-only	smashed stone
6268	6267	name-verified	tendrils
6269	6268	name-verified	tendrils
6270	6269	name-verified	tendrils
6271	6270	otb-only	leaves
6272	6271	otb-only	leaves
6273	6272	otb-only	leaves
6274	6273	otb-only	leaves
6275	6274	name-verified	tree archway
6276	6275	otb-only	tendrils
6277	6276	name-verified	lump of cake dough
6278	6277	name-verified	cake
6279	6278	name-verified	cake
6280	6279	name-verified	party cake
6281	6280	name-verified	broken brick wall
6282	6281	name-verified	broken brick wall
6283	6282	name-verified	broken brick wall
6284	6283	name-verified	broken brick wall
6285	6284	name-verified	some cracks
6286	6285	name-verified	some cracks
6289	6288	name-verified	burning wall
6290	6289	name-verified	burning wall
6291	6290	name-verified	some cracks
6292	6291	name-verified	some cracks
6293	6292	name-verified	some cracks
6294	6293	name-verified	some cracks
6295	6294	name-verified	some cracks
6296	6295	name-verified	some cracks
6297	6296	name-verified	some cracks
6298	6297	name-verified	some cracks
6299	6298	name-verified	some cracks
6300	6299	name-verified	death ring
6301	6300	name-verified	death ring
6302	6301	name-verified	dead wyvern
6303	6302	name-verified	dead wyvern
6304	6303	name-verified	dead wyvern
6305	6304	name-verified	dead wyvern
6306	6305	name-verified	slain undead dragon
6307	6306	name-verified	slain undead dragon
6308	6307	name-verified	slain undead dragon
6309	6308	name-verified	slain undead dragon
6310	6309	name-verified	slain lost soul
6311	6310	name-verified	slain lost soul
6312	6311	name-verified	slain hand of cursed fate
6313	6312	name-verified	slain hand of cursed fate
6314	6313	name-verified	slain hand of cursed fate
6315	6314	name-verified	slain hand of cursed fate
6316	6315	name-verified	slain betrayed wraith
6317	6316	name-verified	slain betrayed wraith
6318	6317	name-verified	slain betrayed wraith
6319	6318	otb-only	slain betrayed wraith
6320	6319	name-verified	dead destroyer
6321	6320	name-verified	dead destroyer
6322	6321	name-verified	dead destroyer
6323	6322	name-verified	dead destroyer
6324	6323	name-verified	elemental ashes
6325	6324	name-verified	elemental ashes
6326	6325	name-verified	elemental ashes
6327	6326	name-verified	elemental ashes
6328	6327	name-verified	dead torturer
6329	6328	name-verified	dead torturer
6330	6329	name-verified	dead torturer
6331	6330	name-verified	dead torturer
6332	6331	name-verified	dead hellhound
6333	6332	name-verified	dead hellhound
6334	6333	name-verified	dead hellhound
6335	6334	name-verified	dead hellhound
6336	6335	name-verified	dead juggernaut
6337	6336	name-verified	dead juggernaut
6338	6337	name-verified	dead juggernaut
6339	6338	name-verified	dead juggernaut
6340	6339	name-verified	dead nightmare
6341	6340	name-verified	dead nightmare
6342	6341	name-verified	dead nightmare
6343	6342	name-verified	dead nightmare
6344	6343	name-verified	remains of a phantasm
6345	6344	name-verified	remains of a phantasm
6346	6345	name-verified	remains of a phantasm
6347	6346	name-verified	remains of a phantasm
6348	6347	name-verified	remains of a spectre
6349	6348	name-verified	remains of a spectre
6350	6349	name-verified	remains of a spectre
6351	6350	name-verified	remains of a spectre
6353	6352	name-verified	swamp
6354	6353	name-verified	slain blightwalker
6355	6354	name-verified	slain blightwalker
6356	6355	name-verified	oven
6357	6356	name-verified	oven
6358	6357	name-verified	oven
6359	6358	name-verified	oven
6360	6359	name-verified	oven
6361	6360	name-verified	oven
6362	6361	name-verified	oven
6363	6362	name-verified	oven
6364	6363	name-verified	dead diabolic imp
6365	6364	name-verified	dead diabolic imp
6366	6365	name-verified	dead diabolic imp
6367	6366	name-verified	dead diabolic imp
6368	6367	name-verified	bookcase
6369	6368	name-verified	bookcase
6370	6369	name-verified	bookcase
6371	6370	name-verified	bookcase
6372	6371	name-verified	oven kit
6373	6372	name-verified	bookcase kit
6374	6373	name-verified	debris
6375	6374	name-verified	debris
6376	6375	name-verified	debris
6377	6376	name-verified	debris
6378	6377	name-verified	debris
6379	6378	name-verified	debris
6380	6379	name-verified	debris
6381	6380	name-verified	debris
6382	6381	name-verified	debris
6383	6382	name-verified	debris
6384	6383	name-verified	debris
6385	6384	name-verified	debris
6386	6385	name-verified	debris
6387	6386	name-verified	greeting card
6388	6387	name-verified	christmas card
6389	6388	name-verified	stony floor
6390	6389	name-verified	ornamented fountain
6391	6390	name-verified	nightmare shield
6392	6391	name-verified	hawser
6393	6392	name-verified	valentine's cake
6394	6393	name-verified	cream cake
6395	6394	name-verified	bones
6396	6395	name-verified	bones
6397	6396	otb-only	bone
6398	6397	name-verified	bones
6399	6398	name-verified	bones
6400	6399	name-verified	bones
6401	6400	name-verified	bones
6402	6401	name-verified	bones
6403	6402	name-verified	bones
6404	6403	name-verified	bones
6405	6404	name-verified	bones
6406	6405	name-verified	bones
6407	6406	name-verified	bones
6408	6407	name-verified	bones
6409	6408	name-verified	bones
6410	6409	name-verified	bones
6411	6410	name-verified	bones
6412	6411	name-verified	bones
6413	6412	name-verified	bone pillar
6414	6413	name-verified	bones
6415	6414	name-verified	bones
6416	6415	name-verified	bones
6417	6416	name-verified	bones
6418	6417	name-verified	bones
6419	6418	name-verified	bones
6420	6419	name-verified	bones
6421	6420	name-verified	bones
6422	6421	otb-only	stone railing
6423	6422	name-verified	large branch
6424	6423	name-verified	large branch
6425	6424	name-verified	large branch
6426	6425	name-verified	large branch
6427	6426	name-verified	large branch
6428	6427	name-verified	large branch
6429	6428	name-verified	large branch
6430	6429	name-verified	large branch
6431	6430	name-verified	branch
6432	6431	name-verified	branch
6433	6432	name-verified	necromancer shield
6434	6433	name-verified	blue tapestry
6435	6434	name-verified	demon trophy
6436	6435	name-verified	framework window
6437	6436	name-verified	framework window
6438	6437	name-verified	framework window
6439	6438	name-verified	framework window
6440	6439	name-verified	brick window
6441	6440	name-verified	brick window
6442	6441	name-verified	brick window
6443	6442	name-verified	brick window
6444	6443	otb-only	stone wall window
6445	6444	otb-only	stone wall window
6446	6445	otb-only	stone wall window
6447	6446	otb-only	stone wall window
6448	6447	otb-only	white stone wall window
6449	6448	otb-only	white stone wall window
6450	6449	otb-only	tree hole
6451	6450	otb-only	tree hole
6452	6451	otb-only	tree hole
6453	6452	otb-only	tree hole
6454	6453	name-verified	sandstone window
6455	6454	name-verified	sandstone window
6456	6455	name-verified	sandstone window
6457	6456	name-verified	sandstone window
6458	6457	otb-only	bamboo wall window
6459	6458	otb-only	bamboo wall window
6460	6459	otb-only	bamboo wall window
6461	6460	otb-only	bamboo wall window
6462	6461	name-verified	sandstone window
6463	6462	name-verified	sandstone window
6464	6463	name-verified	sandstone window
6465	6464	name-verified	sandstone window
6466	6465	otb-only	stone wall window
6467	6466	otb-only	stone wall window
6468	6467	otb-only	stone wall window
6469	6468	otb-only	stone wall window
6470	6469	otb-only	wooden wall window
6471	6470	otb-only	wooden wall window
6472	6471	otb-only	wooden wall window
6473	6472	otb-only	wooden wall window
6474	6473	name-verified	wooden planks
6475	6474	name-verified	wooden planks
6476	6475	name-verified	debris
6477	6476	name-verified	debris
6478	6477	name-verified	debris
6479	6478	name-verified	debris
6480	6479	name-verified	debris
6481	6480	name-verified	debris
6482	6481	name-verified	debris
6483	6482	name-verified	debris
6484	6483	name-verified	debris
6485	6484	name-verified	debris
6486	6485	name-verified	debris
6487	6486	name-verified	debris
6488	6487	name-verified	debris
6489	6488	name-verified	christmas branch
6490	6489	name-verified	christmas branch
6491	6490	name-verified	firefly
6492	6491	name-verified	bat decoration
6493	6492	name-verified	bat decoration
6494	6493	name-verified	firefly
6495	6494	name-verified	firefly
6496	6495	name-verified	bat decoration
6497	6496	name-verified	christmas present bag
6498	6497	name-verified	firefly
6499	6498	name-verified	certificate
6500	6499	name-verified	demonic essence
6501	6500	name-verified	gingerbreadman
6502	6501	name-verified	christmas wreath
6503	6502	name-verified	christmas garland
6504	6503	name-verified	red christmas garland
6505	6504	name-verified	blue christmas garland
6506	6505	name-verified	christmas present
6507	6506	name-verified	red christmas bundle
6508	6507	name-verified	blue christmas bundle
6509	6508	name-verified	green christmas bundle
6510	6509	name-verified	christmas present
6511	6510	name-verified	christmas present
6512	6511	name-verified	santa doll
6513	6512	name-verified	christmas wreath
6514	6513	name-verified	christmas garland
6515	6514	name-verified	christmas garland
6516	6515	name-verified	dead plaguesmith
6517	6516	name-verified	christmas wreath
6518	6517	name-verified	christmas garland
6519	6518	name-verified	christmas garland
6520	6519	name-verified	dead plaguesmith
6521	6520	name-verified	dead plaguesmith
6522	6521	name-verified	dead plaguesmith
6523	174	otb-only	gingerbread recipe
6524	6523	name-verified	skeleton
6525	6524	name-verified	skeleton
6526	6525	name-verified	skeleton decoration
6527	6526	name-verified	christmas token
6528	6527	otb-only	the avenger
6529	6528	name-verified	infernal bolt
6530	3123	name-verified	worn leather boots
6531	6531	name-verified	santa hat
6532	6532	name-verified	dead defiler
6533	6533	name-verified	book
6534	6534	otb-only	the imperor's trident
6535	6535	otb-only	the plasmother's remains
6536	6536	name-verified	countess sorrow's frozen tear
6537	6537	name-verified	mr. punish's handcuffs
6538	6538	name-verified	valentine's card
6539	6539	otb-only	the handmaiden's protector
6540	6540	name-verified	piece of massacre's shell
6541	6541	name-verified	coloured egg
6542	6542	name-verified	coloured egg
6543	6543	name-verified	coloured egg
6544	6544	name-verified	coloured egg
6545	6545	name-verified	coloured egg
6546	6546	name-verified	dracola's eye
6547	6547	name-verified	yellow powder
6548	6548	name-verified	purple powder
6549	6549	name-verified	green powder
6550	6550	name-verified	red powder
6551	6551	name-verified	blue powder
6552	6552	name-verified	dead defiler
6553	6553	name-verified	ruthless axe
6556	6556	name-verified	tic-tac-toe token
6557	6557	name-verified	tic-tac-toe token
6558	6558	otb-only	concentrated demonic blood
6560	6560	name-verified	dead human
6561	6561	name-verified	ceremonial ankh
6562	6562	name-verified	flat roof
6563	6563	name-verified	flat roof
6564	6564	name-verified	flat roof
6565	6565	name-verified	flat roof
6566	6566	name-verified	stuffed dragon
6567	6567	name-verified	santa doll
6568	6568	name-verified	panda teddy
6569	6569	name-verified	candy
6570	6570	name-verified	surprise bag
6571	6571	name-verified	surprise bag
6572	6572	name-verified	party trumpet
6573	6572	name-verified	party trumpet
6574	6574	name-verified	bar of chocolate
6575	6575	name-verified	red balloons
6576	6576	name-verified	fireworks rocket
6577	6577	name-verified	green balloons
6578	6578	name-verified	party hat
6579	6579	name-verified	doll
6580	6580	name-verified	snow
6581	6581	name-verified	snow
6582	6582	name-verified	snow
6583	6583	name-verified	snow
6584	6584	name-verified	snow
6585	6585	name-verified	snow
6586	6586	name-verified	snow
6587	6587	name-verified	snow
6588	6588	name-verified	snow
6589	6589	name-verified	snow
6590	6590	name-verified	snow
6591	6591	name-verified	snow
6592	6592	name-verified	snow
6593	6593	name-verified	snow
6594	6594	name-verified	snow
6595	6595	name-verified	snow
6596	6596	name-verified	snow
6597	6597	name-verified	snow
6598	6598	name-verified	snow
6599	6599	name-verified	snow
6600	6600	name-verified	snow
6601	6601	name-verified	snow
6602	6602	name-verified	snow
6603	6603	name-verified	snow
6604	6604	name-verified	snow
6605	6605	name-verified	snow
6606	6606	name-verified	snow
6607	6607	name-verified	snow
6608	6608	name-verified	snow
6609	6609	name-verified	snow
6610	6610	name-verified	snow
6611	6611	name-verified	snow
6612	6612	name-verified	snow
6613	6613	name-verified	snow
6614	6614	name-verified	snow
6615	6615	name-verified	snow
6616	6616	name-verified	snow
6617	6617	name-verified	snow
6618	6618	name-verified	snow
6619	6619	name-verified	snow
6620	6620	name-verified	snow
6621	6621	name-verified	snow
6622	6622	name-verified	snow
6623	6623	name-verified	snow
6624	6624	name-verified	snow
6625	6625	name-verified	snow
6626	6626	name-verified	snow
6627	6627	name-verified	shallow water
6628	6628	name-verified	shallow water
6629	6629	name-verified	shallow water
6630	6630	name-verified	shallow water
6631	6631	name-verified	shallow water
6632	6632	name-verified	shallow water
6633	6633	name-verified	shallow water
6634	6634	name-verified	shallow water
6635	6635	name-verified	shallow water
6636	6636	name-verified	shallow water
6637	6637	name-verified	shallow water
6638	6638	name-verified	shallow water
6639	6639	name-verified	shallow water
6640	6640	name-verified	shallow water
6641	6641	name-verified	shallow water
6642	6642	name-verified	shallow water
6643	6643	name-verified	shallow water
6644	6644	name-verified	shallow water
6645	6645	name-verified	shallow water
6646	6646	name-verified	shallow water
6647	6647	name-verified	shallow water
6648	6648	name-verified	shallow water
6649	6649	name-verified	shallow water
6650	6650	name-verified	shallow water
6651	6651	name-verified	shallow water
6652	6652	name-verified	shallow water
6653	6653	name-verified	shallow water
6654	6654	name-verified	shallow water
6655	6655	name-verified	shallow water
6656	6656	name-verified	shallow water
6657	6657	name-verified	shallow water
6658	6658	name-verified	shallow water
6659	6659	name-verified	shallow water
6660	6660	name-verified	shallow water
6661	6661	name-verified	shallow water
6662	6662	name-verified	shallow water
6663	6663	name-verified	shallow water
6664	6664	name-verified	shallow water
6665	6665	name-verified	shallow water
6666	6666	name-verified	shallow water
6667	6667	name-verified	shallow water
6668	6668	name-verified	shallow water
6669	6669	name-verified	shallow water
6670	6670	name-verified	shallow water
6671	6671	name-verified	shallow water
6672	6672	name-verified	shallow water
6673	6673	name-verified	shallow water
6674	6674	name-verified	shallow water
6675	6675	name-verified	shallow water
6676	6676	name-verified	shallow water
6677	6677	name-verified	shallow water
6678	6678	name-verified	shallow water
6679	6679	name-verified	shallow water
6680	6680	name-verified	shallow water
6681	6681	name-verified	shallow water
6682	6682	name-verified	shallow water
6683	6683	name-verified	ice
6684	6684	name-verified	ice
6685	6685	name-verified	ice
6686	6686	name-verified	ice
6687	6687	name-verified	shallow water
6688	6688	name-verified	shallow water
6689	6689	name-verified	shallow water
6690	6690	name-verified	shallow water
6691	6691	name-verified	shallow water
6692	6692	name-verified	shallow water
6693	6693	name-verified	shallow water
6694	6694	name-verified	shallow water
6695	6695	name-verified	ice
6696	6696	name-verified	ice
6697	6697	name-verified	ice
6698	6698	name-verified	ice
6699	6699	name-verified	ice
6700	6700	name-verified	ice
6701	6701	name-verified	ice
6702	6702	name-verified	ice
6703	6703	name-verified	ice
6704	6704	name-verified	ice
6705	6705	name-verified	ice
6706	6706	name-verified	ice
6707	6707	name-verified	ice
6708	6708	name-verified	ice
6709	6709	name-verified	ice
6710	6710	name-verified	ice
6711	6711	name-verified	ice
6712	6712	name-verified	ice
6713	6713	name-verified	ice
6714	6714	name-verified	ice
6715	6715	name-verified	ice
6716	6716	name-verified	ice
6717	6717	name-verified	ice
6718	6718	name-verified	ice
6719	6719	name-verified	icy mountain
6720	6720	name-verified	icy mountain
6721	6721	name-verified	icy mountain
6722	6722	name-verified	icy mountain
6723	6723	name-verified	icy mountain
6724	6724	name-verified	icy mountain
6725	6725	name-verified	icy mountain
6726	6726	name-verified	icy mountain
6727	6727	name-verified	icy mountain
6728	6728	name-verified	ice wall
6729	6729	name-verified	ice wall
6730	6730	otb-only	ice pillar
6731	6731	name-verified	ice wall
6732	6732	name-verified	ice wall
6733	6733	name-verified	ice wall
6734	6734	name-verified	ice wall
6735	6735	name-verified	ice wall
6736	6736	name-verified	ice wall
6737	6737	name-verified	ice wall
6738	6738	name-verified	ice wall
6739	6739	name-verified	frozen wall
6740	6740	name-verified	frozen wall
6741	6741	otb-only	frozen pillar
6742	6742	name-verified	frozen wall
6743	6743	name-verified	frozen wall
6744	6744	name-verified	frozen wall
6745	6745	name-verified	frozen wall
6746	6746	name-verified	frozen wall
6747	6747	name-verified	frozen wall
6748	6748	name-verified	frozen wall
6749	6749	name-verified	frozen wall
6750	6750	name-verified	ice hut
6751	6751	name-verified	ice hut
6752	6752	name-verified	ice hut
6753	6753	name-verified	ice hut
6754	6754	name-verified	ice hut
6755	6755	name-verified	ice hut
6756	6756	name-verified	ice hut
6757	6757	name-verified	snow
6758	6758	name-verified	snow
6759	6759	name-verified	snow
6760	6760	name-verified	snow
6761	6761	name-verified	icy mountain
6762	6762	name-verified	icy mountain
6763	6763	name-verified	ice
6764	6764	name-verified	ice
6765	6765	name-verified	ice
6766	6766	name-verified	ice
6767	6767	name-verified	ice
6768	6768	name-verified	icy mountain
6769	6769	name-verified	icy mountain
6770	6770	name-verified	icy mountain
6771	6771	name-verified	icy mountain
6772	6772	name-verified	icy mountain
6773	6773	name-verified	fur wall
6774	6774	name-verified	fur wall
6775	6775	name-verified	fur pillar
6776	6776	name-verified	fur wall
6777	6777	name-verified	fur wall
6778	6778	name-verified	fur wall
6779	6779	name-verified	fur wall
6780	6780	name-verified	fur wall
6781	6781	name-verified	fur wall
6782	6782	name-verified	fur wall
6783	6783	name-verified	fur wall
6784	6784	name-verified	fur wall
6785	6785	name-verified	fur wall
6786	6786	name-verified	fur wall
6787	6787	name-verified	fur wall
6788	6788	name-verified	fur wall window
6789	6789	name-verified	fur wall window
6790	6790	name-verified	fur wall window
6791	6791	name-verified	fur wall window
6792	6792	otb-only	archway
6793	6793	name-verified	barbarian banner
6794	6794	name-verified	barbarian banner
6795	6795	name-verified	entrance
6796	6796	name-verified	entrance
6797	6797	name-verified	entrance
6798	6798	otb-only	open door
6799	6799	name-verified	entrance
6800	6800	name-verified	entrance
6801	6801	name-verified	entrance
6802	6802	otb-only	open door
6803	6803	otb-only	archway
6804	6804	name-verified	fur
6805	6805	name-verified	fur
6806	6806	name-verified	fur
6807	6807	name-verified	fur
6808	6808	name-verified	fur
6809	6809	name-verified	fur
6810	6810	name-verified	fur
6811	6811	name-verified	fur
6812	6812	name-verified	fur
6813	6813	name-verified	fur
6814	6814	name-verified	fur
6815	6815	name-verified	fur
6816	6816	name-verified	fur
6817	6817	name-verified	fur
6818	6818	name-verified	fur
6819	6819	name-verified	fur
6820	6820	name-verified	fur
6821	6821	name-verified	fur
6822	6822	name-verified	frozen wall
6823	6823	name-verified	frozen wall
6824	6824	name-verified	frozen wall
6825	6825	name-verified	frozen wall
6826	6826	name-verified	frozen wall
6827	6827	name-verified	frozen wall
6828	6828	name-verified	frozen wall
6829	6829	name-verified	frozen wall
6830	6830	name-verified	frozen wall
6831	6831	name-verified	frozen wall
6832	6832	name-verified	frozen wall
6833	6833	name-verified	frozen wall
6834	6834	name-verified	frozen wall
6835	6835	name-verified	frozen wall
6836	6836	name-verified	frozen wall
6837	6837	name-verified	frozen wall
6838	6838	name-verified	snow
6839	6839	name-verified	wooden wall
6840	6840	name-verified	wooden wall
6841	6841	otb-only	wooden pillar
6842	6842	name-verified	wooden wall
6843	6843	name-verified	wooden wall
6844	6844	name-verified	wooden wall
6845	6845	name-verified	wooden wall
6846	6846	name-verified	wooden wall
6847	6847	name-verified	wooden wall
6848	6848	name-verified	wooden wall
6849	6849	name-verified	wooden wall
6850	6850	name-verified	ornamented wall
6851	6851	name-verified	stone base
6852	6852	name-verified	stone base
6853	6853	name-verified	ornamented wall
6854	6854	name-verified	stone base
6855	6855	name-verified	stone base
6856	6856	name-verified	stone base
6857	6857	name-verified	stone base
6858	6858	otb-only	stone base
6859	6859	otb-only	stone base
6860	6860	otb-only	stone base
6861	6861	otb-only	stone base
6862	6862	otb-only	stone base
6863	6863	otb-only	stone base
6864	6864	otb-only	stone base
6865	6865	otb-only	stone base
6866	6866	otb-only	stone base
6867	6867	otb-only	stone base
6869	6869	name-verified	ice
6870	6870	name-verified	ice
6871	6871	name-verified	ice
6872	6872	name-verified	ice
6873	6873	name-verified	ice
6874	6874	name-verified	ice
6875	6875	name-verified	ice
6876	6876	name-verified	ice
6877	6877	name-verified	ice
6878	6878	name-verified	ice
6879	6879	name-verified	ice
6880	6880	name-verified	ice
6881	6881	name-verified	ice
6882	6882	name-verified	archway
6883	6883	name-verified	archway
6884	6884	name-verified	archway
6885	6885	name-verified	archway
6886	6886	name-verified	strut
6887	6887	name-verified	strut
6888	6888	name-verified	strut
6889	6889	name-verified	tusks
6890	6890	name-verified	tusks
6891	6891	name-verified	closed door
6892	6892	name-verified	closed door
6893	6893	name-verified	open door
6894	6894	name-verified	closed door
6895	6895	name-verified	open door
6896	6896	name-verified	gate of expertise
6897	6897	name-verified	gate of expertise
6898	6898	name-verified	closed door
6899	6899	name-verified	open door
6900	6900	name-verified	closed door
6901	6901	name-verified	closed door
6902	6902	name-verified	open door
6903	6903	name-verified	closed door
6904	6904	name-verified	open door
6905	6905	name-verified	gate of expertise
6906	6906	name-verified	gate of expertise
6907	6907	name-verified	closed door
6908	6908	name-verified	open door
6909	6909	name-verified	ramp
6910	6910	name-verified	ramp
6911	6911	name-verified	ramp
6912	6912	name-verified	ramp
6913	6913	name-verified	ramp
6914	6914	name-verified	ramp
6915	6915	name-verified	ramp
6916	6916	name-verified	ramp
6917	6917	name-verified	ramp
6918	6918	name-verified	ramp
6919	6919	name-verified	ramp
6920	6920	name-verified	ramp
6921	6921	name-verified	ramp
6922	6922	name-verified	ramp
6923	6923	name-verified	ramp
6924	6924	name-verified	ramp
6925	6925	name-verified	ice
6926	6926	name-verified	ice
6927	6927	name-verified	ice
6928	6928	name-verified	ice
6929	6929	name-verified	ice
6930	6930	name-verified	ice
6931	6931	name-verified	ice
6932	6932	name-verified	ice
6933	6933	name-verified	ice
6934	6934	name-verified	ice
6935	6935	name-verified	ice
6936	6936	name-verified	ice
6937	6937	name-verified	ice
6939	6939	name-verified	ice
6940	6940	name-verified	ice
6941	6941	name-verified	ice
6942	6942	name-verified	ice
6943	6943	name-verified	ice
6944	6944	name-verified	ice
6945	6945	name-verified	ice
6946	6946	name-verified	ice
6947	6947	name-verified	ice
6948	6948	name-verified	ice
6949	6949	name-verified	ice
6950	6950	name-verified	ice
6951	6951	name-verified	ice
6952	6952	name-verified	ice
6953	6953	otb-only	ice railing
6954	6954	otb-only	ice railing
6955	6955	otb-only	ice railing
6956	6956	otb-only	ice railing
6957	6957	otb-only	ice railing
6958	6958	otb-only	ice railing
6959	6959	otb-only	closed ice gate
6960	6960	otb-only	open ice gate
6961	6961	otb-only	closed ice gate
6962	6962	otb-only	open ice gate
6963	6963	otb-only	ice railing
6964	6964	otb-only	ice railing
6965	6965	otb-only	ice railing
6966	6966	name-verified	icicles
6967	6967	name-verified	ice floor
6968	6968	otb-only	archway
6969	6969	otb-only	archway
6970	6970	name-verified	mammoth skull
6971	6971	name-verified	mammoth skull
6972	6972	name-verified	bone totem
6973	6973	name-verified	mammoth totem
6974	6974	name-verified	mammoth skull
6975	6975	name-verified	mammoth skull
6976	6976	name-verified	mammoth skull
6977	6977	name-verified	mammoth skull
6978	6978	name-verified	mammoth fur
6979	6979	name-verified	mammoth fur
6980	6980	name-verified	mammoth fur
6981	6981	name-verified	rope
6982	6982	name-verified	rope
6983	6983	name-verified	rope
6984	6984	name-verified	fish
6985	6985	name-verified	fish
6986	6986	name-verified	pillar
6987	6987	name-verified	wooden dragon
6988	6988	name-verified	wooden dragon
6989	6989	name-verified	wooden bull
6990	6990	name-verified	wooden bull
6991	6991	otb-only	wooden yeti
6992	6992	otb-only	wooden yeti
6993	6993	name-verified	wooden decoration
6994	6994	name-verified	wooden decoration
6995	6995	name-verified	wooden decoration
6996	6996	name-verified	wooden decoration
6997	6997	name-verified	wooden decoration
6998	6998	name-verified	wooden decoration
6999	6999	name-verified	snowy stone
7000	7000	name-verified	snowy stone
7001	7001	name-verified	snowy stone
7002	7002	name-verified	snowy stone
7003	7003	name-verified	snowy stone
7004	7004	name-verified	snowy stone
7005	7005	name-verified	snowy stone
7006	7006	name-verified	snowy stone
7007	7007	name-verified	snowy stone
7008	7008	name-verified	snowy stone
7009	7009	name-verified	snowy stone
7010	7010	name-verified	snowy stone
7011	7011	name-verified	snowy stone
7012	7012	name-verified	snowy stone
7013	7013	name-verified	snowy stone
7014	7014	name-verified	snowy stone
7015	7015	name-verified	snowy stone
7016	7016	name-verified	snowy stone
7017	7017	name-verified	snowy stone
7018	7018	name-verified	snowy stone
7019	7019	name-verified	snowy stone
7020	7020	name-verified	snowy dead tree
7021	7021	name-verified	snowy dead tree
7022	7022	name-verified	snowy dead tree
7023	7023	name-verified	snowy pine tree
7024	7024	name-verified	pine
7025	7027	name-verified	nordic wall window
7026	7028	name-verified	nordic wall window
7027	7025	name-verified	nordic wall window
7028	7026	name-verified	nordic wall window
7029	7051	name-verified	ice wall window
7030	7052	name-verified	ice wall window
7031	7029	name-verified	ice wall window
7032	7030	name-verified	ice wall window
7033	7033	name-verified	closed door
7034	7034	name-verified	closed door
7035	7035	name-verified	open door
7036	7036	name-verified	closed door
7037	7037	name-verified	open door
7038	7038	name-verified	gate of expertise
7039	7039	name-verified	gate of expertise
7040	7040	name-verified	closed door
7041	7041	name-verified	open door
7042	7042	name-verified	closed door
7043	7043	name-verified	closed door
7044	7044	name-verified	open door
7045	7045	name-verified	closed door
7046	7046	name-verified	open door
7047	7047	name-verified	gate of expertise
7048	7048	name-verified	gate of expertise
7049	7049	name-verified	closed door
7050	7050	name-verified	open door
7051	7031	name-verified	archway
7052	7032	name-verified	archway
7053	7053	otb-only	stairs
7054	7054	name-verified	closed door
7055	7055	name-verified	open door
7056	7056	name-verified	closed door
7057	7057	name-verified	open door
7058	7058	name-verified	skull pillar
7059	7059	name-verified	glowing skull pillar
7060	7060	name-verified	ice
7061	7061	name-verified	ice
7062	7062	name-verified	rock
7063	7063	name-verified	rock
7064	7064	name-verified	rock
7065	7065	name-verified	rock
7066	7066	name-verified	rock
7067	7067	otb-only	dark rock
7068	7068	otb-only	dark rock
7069	7069	otb-only	dark rock
7070	7070	otb-only	dark rock
7071	7071	otb-only	dark rock
7072	7072	otb-only	dark rock
7073	7073	otb-only	dark rock
7074	7074	otb-only	dark rock
7075	7075	name-verified	dark rock
7076	7076	name-verified	dark rock
7077	7077	name-verified	dark rock
7078	7078	name-verified	dark rock
7079	7079	name-verified	dark rock
